"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.06.2020","12,100","12,000","12,125","11,920","0,57K","0,58%"
"16.06.2020","12,030","12,120","12,145","11,955","0,33K","-0,50%"
"15.06.2020","12,090","11,980","12,175","11,870","0,31K","1,17%"
"12.06.2020","11,950","11,995","12,200","11,925","0,25K","0,25%"
"11.06.2020","11,920","12,170","12,345","11,835","0,85K","-2,57%"
"10.06.2020","12,235","12,010","12,240","11,975","0,75K","1,83%"
"09.06.2020","12,015","12,055","12,205","11,655","1,21K","-0,29%"
"08.06.2020","12,050","12,535","12,540","12,050","0,59K","-3,91%"
"05.06.2020","12,540","12,535","12,650","12,455","0,53K","-0,04%"
"04.06.2020","12,545","12,580","12,660","12,450","1,06K","-0,28%"
"03.06.2020","12,580","12,630","12,760","12,560","0,60K","-0,40%"
"02.06.2020","12,630","12,620","12,780","12,430","0,74K","-0,28%"
"01.06.2020","12,665","12,395","12,680","12,360","0,81K","2,05%"
"29.05.2020","12,410","12,310","12,400","12,310","0,61K","0,77%"
"28.05.2020","12,315","12,160","12,325","12,155","0,73K","1,48%"
"27.05.2020","12,135","12,060","12,160","12,040","0,28K","0,62%"
"26.05.2020","12,060","11,950","12,080","11,940","0,24K","1,30%"
"22.05.2020","11,905","11,900","11,910","11,900","0,04K","-0,08%"
"21.05.2020","11,915","11,970","11,970","11,890","0,08K","-0,42%"
"20.05.2020","11,965","11,940","11,970","11,920","0,10K","0,25%"
"19.05.2020","11,935","11,940","11,940","11,900","0,04K","-0,08%"
"18.05.2020","11,945","11,910","11,950","11,860","0,16K","0,34%"
"15.05.2020","11,905","11,900","11,910","11,870","0,08K","-25,24%"
"14.05.2020","15,925","15,650","16,545","15,650","0,49K","1,76%"
"13.05.2020","15,650","15,520","15,680","15,425","0,27K","1,26%"
"12.05.2020","15,455","15,400","15,810","15,250","0,52K","0,36%"
"11.05.2020","15,400","15,240","15,455","15,240","0,23K","0,46%"
"08.05.2020","15,330","15,045","15,500","15,045","0,58K","1,86%"
"07.05.2020","15,050","14,935","15,085","14,860","0,14K","1,07%"
"06.05.2020","14,890","14,720","14,985","14,690","0,27K","1,05%"
"05.05.2020","14,735","14,710","14,780","14,600","0,21K","0,10%"
"04.05.2020","14,720","14,820","14,855","14,650","0,39K","-0,37%"
"01.05.2020","14,775","14,850","15,045","14,725","0,32K","-0,10%"
"30.04.2020","14,790","14,670","15,055","14,670","0,52K","0,78%"
"29.04.2020","14,675","14,700","14,785","14,025","0,53K","-0,58%"
"28.04.2020","14,760","14,995","15,005","14,715","0,52K","-1,60%"
"27.04.2020","15,000","14,595","15,040","14,320","1,02K","2,28%"
"24.04.2020","14,665","15,365","15,620","14,515","0,99K","-4,56%"
"23.04.2020","15,365","14,895","15,480","14,820","1,75K","3,16%"
"22.04.2020","14,895","14,350","14,935","14,300","0,99K","3,87%"
"21.04.2020","14,340","14,220","14,445","14,100","1,36K","0,21%"
"20.04.2020","14,310","14,160","14,440","14,160","0,98K","0,60%"
"17.04.2020","14,225","14,150","14,250","14,100","0,50K","0,74%"
"16.04.2020","14,120","14,005","14,140","14,005","0,86K","0,64%"
"15.04.2020","14,030","14,090","14,150","13,970","0,32K","-0,46%"
"14.04.2020","14,095","14,190","14,190","13,935","0,74K","0,04%"
"13.04.2020","14,090","14,200","14,360","14,085","0,30K","-1,43%"
"09.04.2020","14,295","13,980","14,320","13,915","0,32K","1,74%"
"08.04.2020","14,050","14,090","14,160","13,860","0,20K","-0,46%"
"07.04.2020","14,115","14,380","14,410","13,865","0,70K","-2,32%"
"06.04.2020","14,450","14,405","14,500","14,395","0,49K","0,42%"
"03.04.2020","14,390","14,160","14,445","14,130","0,65K","1,84%"
"02.04.2020","14,130","13,985","14,160","13,985","0,59K","1,00%"
"01.04.2020","13,990","13,970","14,040","13,785","0,72K","-0,25%"
"31.03.2020","14,025","14,050","14,085","13,990","0,44K","-0,39%"
"30.03.2020","14,080","13,960","14,100","13,910","0,33K","1,19%"
"27.03.2020","13,915","13,760","14,025","13,760","0,21K","1,31%"
"26.03.2020","13,735","13,525","13,765","13,525","0,20K","1,22%"
"25.03.2020","13,570","13,275","13,595","13,275","0,10K","2,26%"
"24.03.2020","13,270","13,225","13,360","13,195","0,09K","0,30%"
"23.03.2020","13,230","13,320","13,450","13,160","0,25K","-0,04%"
"20.03.2020","13,235","13,835","13,835","13,225","0,29K","-3,68%"
"19.03.2020","13,740","14,065","14,065","13,720","0,17K","-2,24%"
"18.03.2020","14,055","13,750","14,100","13,645","0,40K","2,14%"
"17.03.2020","13,760","13,520","13,855","13,485","0,21K","1,96%"
"16.03.2020","13,495","13,325","13,530","13,220","0,15K","1,31%"
"13.03.2020","13,320","13,150","13,420","13,060","1,01K","1,25%"
"12.03.2020","13,155","13,000","13,275","12,805","0,82K","1,35%"
"11.03.2020","12,980","12,890","13,100","12,855","0,96K","1,01%"
"10.03.2020","12,850","12,755","13,000","12,710","1,31K","0,86%"
"09.03.2020","12,740","12,890","12,900","12,690","1,12K","-1,32%"
"06.03.2020","12,910","13,120","13,120","12,880","1,44K","-1,49%"
"05.03.2020","13,105","13,485","13,515","13,100","1,84K","-2,75%"
"04.03.2020","13,475","13,495","13,520","13,450","0,29K","-0,41%"
"03.03.2020","13,530","13,570","13,680","13,500","0,25K","-0,51%"
"02.03.2020","13,600","13,595","13,695","13,525","0,47K","0,00%"
"28.02.2020","13,600","13,610","13,785","13,425","0,96K","0,22%"
"27.02.2020","13,570","13,505","13,590","13,330","1,03K","0,33%"
"26.02.2020","13,525","13,585","13,635","13,500","0,94K","-0,41%"
"25.02.2020","13,580","13,510","13,615","13,475","1,37K","0,22%"
"24.02.2020","13,550","13,605","13,605","13,460","0,82K","-0,29%"
"21.02.2020","13,590","13,660","13,675","13,525","1,24K","-0,48%"
"20.02.2020","13,655","13,640","13,745","13,590","1,01K","0,07%"
"19.02.2020","13,645","13,625","13,700","13,550","0,66K","-0,11%"
"18.02.2020","13,660","13,485","13,690","13,485","1,37K","0,70%"
"14.02.2020","13,565","13,530","13,650","13,475","0,85K","0,18%"
"13.02.2020","13,540","13,600","13,600","13,305","1,45K","-0,59%"
"12.02.2020","13,620","13,825","13,825","13,615","1,10K","-1,55%"
"11.02.2020","13,835","13,900","13,940","13,770","1,05K","-0,50%"
"10.02.2020","13,905","13,805","13,980","13,800","0,98K","0,72%"
"07.02.2020","13,805","13,725","13,840","13,715","0,46K","0,58%"
"06.02.2020","13,725","13,740","13,740","13,705","0,53K","-0,07%"
"05.02.2020","13,735","13,730","13,770","13,630","0,75K","-0,25%"
"04.02.2020","13,770","13,755","13,780","13,670","0,20K","0,18%"
"03.02.2020","13,745","13,800","13,815","13,660","0,37K","-0,18%"
"31.01.2020","13,770","13,665","13,810","13,620","0,19K","0,40%"
"30.01.2020","13,715","13,835","13,855","13,625","0,26K","-0,76%"
"29.01.2020","13,820","13,700","13,855","13,690","0,35K","0,95%"
"28.01.2020","13,690","13,550","13,690","13,530","0,21K","0,92%"
"27.01.2020","13,565","13,590","13,625","13,485","0,07K","-0,80%"
"24.01.2020","13,675","13,680","13,720","13,620","0,04K","-0,18%"
"23.01.2020","13,700","13,505","13,745","13,505","0,24K","1,37%"
"22.01.2020","13,515","13,540","13,540","13,480","0,05K","0,11%"
"21.01.2020","13,500","13,565","13,605","13,455","0,04K","-0,55%"
"17.01.2020","13,575","13,430","13,660","13,425","0,28K","1,23%"
"16.01.2020","13,410","13,440","13,455","13,355","0,05K","-0,11%"
"15.01.2020","13,425","13,415","13,435","13,300","0,13K","0,52%"
"14.01.2020","13,355","13,200","13,385","13,180","0,42K","0,98%"
"13.01.2020","13,225","13,305","13,355","13,155","0,59K","-0,79%"
"10.01.2020","13,330","13,270","13,400","13,055","0,95K","0,41%"
"09.01.2020","13,275","13,020","13,495","13,015","1,52K","1,57%"
"08.01.2020","13,070","13,050","13,125","12,995","0,37K","0,08%"
"07.01.2020","13,060","13,045","13,075","12,855","0,77K","0,04%"
"06.01.2020","13,055","13,170","13,215","12,970","0,54K","-1,25%"
"03.01.2020","13,220","13,080","13,220","13,060","0,63K","0,46%"
"02.01.2020","13,160","13,255","13,280","13,050","0,76K","-0,94%"
"31.12.2019","13,285","13,195","13,315","13,155","0,55K","0,19%"
"30.12.2019","13,260","13,170","13,300","13,115","1,45K","0,65%"
"27.12.2019","13,175","13,100","13,285","13,045","1,35K","0,69%"
"26.12.2019","13,085","13,050","13,125","13,045","0,44K","-0,42%"
"24.12.2019","13,140","13,110","13,165","13,085","0,32K","0,11%"
"23.12.2019","13,125","13,075","13,160","13,015","0,89K","0,11%"
"20.12.2019","13,110","13,010","13,140","12,995","0,90K","0,50%"
"19.12.2019","13,045","13,035","13,075","12,975","0,86K","0,08%"
"18.12.2019","13,035","12,910","13,075","12,880","1,40K","0,66%"
"17.12.2019","12,950","12,820","13,095","12,820","1,57K","0,70%"
"16.12.2019","12,860","12,750","12,880","12,750","0,87K","0,74%"
"13.12.2019","12,765","12,650","12,780","12,610","0,79K","0,71%"
"12.12.2019","12,675","12,640","12,690","12,605","0,83K","0,08%"
"11.12.2019","12,665","12,630","12,680","12,550","0,38K","0,16%"
"10.12.2019","12,645","12,655","12,690","12,625","0,36K","-0,20%"
"09.12.2019","12,670","12,500","12,670","12,480","0,33K","1,24%"
"06.12.2019","12,515","12,495","12,510","12,455","0,39K","0,16%"
"05.12.2019","12,495","12,470","12,520","12,465","0,25K","0,00%"
"04.12.2019","12,495","12,500","12,515","12,470","0,31K","-0,32%"
"03.12.2019","12,535","12,630","12,630","12,495","0,55K","-0,95%"
"02.12.2019","12,655","12,640","12,715","12,595","0,41K","0,08%"
"29.11.2019","12,645","12,545","12,640","12,545","0,26K","0,84%"
"27.11.2019","12,540","12,425","12,540","12,390","0,32K","0,97%"
"26.11.2019","12,420","12,370","12,445","12,360","0,20K","0,40%"
"25.11.2019","12,370","12,350","12,405","12,335","0,09K","0,04%"
"22.11.2019","12,365","12,390","12,430","12,345","0,04K","-0,52%"
"21.11.2019","12,430","12,300","12,430","12,300","0,07K","1,10%"
"20.11.2019","12,295","12,285","12,295","12,280","0,01K","0,08%"
"19.11.2019","12,285","12,260","12,285","12,210","0,04K","0,00%"
"18.11.2019","12,285","12,205","12,315","12,195","0,03K","1,57%"
"15.11.2019","12,095","12,020","12,090","11,945","0,06K","2,11%"
"14.11.2019","11,845","11,910","11,925","11,795","0,79K","-0,63%"
"13.11.2019","11,920","11,955","11,970","11,880","0,40K","-0,38%"
"12.11.2019","11,965","12,070","12,100","11,955","0,46K","-0,42%"
"11.11.2019","12,015","12,045","12,095","11,920","0,44K","-0,21%"
"08.11.2019","12,040","12,030","12,100","11,995","0,33K","0,08%"
"07.11.2019","12,030","11,980","12,050","11,945","0,16K","0,25%"
"06.11.2019","12,000","11,950","12,050","11,910","0,23K","0,25%"
"05.11.2019","11,970","11,860","11,985","11,825","0,41K","1,01%"
"04.11.2019","11,850","11,970","11,985","11,840","0,26K","-1,13%"
"01.11.2019","11,985","12,010","12,065","11,935","0,47K","-0,29%"
"31.10.2019","12,020","12,000","12,080","11,955","0,64K","0,17%"
"30.10.2019","12,000","11,955","12,205","11,900","1,20K","0,63%"
"29.10.2019","11,925","11,820","11,990","11,735","1,41K","0,76%"
"28.10.2019","11,835","12,035","12,085","11,825","1,32K","-1,78%"
"25.10.2019","12,050","11,980","12,085","11,955","0,75K","0,50%"
"24.10.2019","11,990","11,950","12,010","11,910","0,92K","0,59%"
"23.10.2019","11,920","11,970","11,975","11,910","0,43K","-0,42%"
"22.10.2019","11,970","12,070","12,185","11,960","0,90K","-0,83%"
"21.10.2019","12,070","12,200","12,210","12,035","0,92K","-1,07%"
"18.10.2019","12,200","12,230","12,265","12,180","0,43K","-0,65%"
"17.10.2019","12,280","12,280","12,325","12,190","0,42K","0,12%"
"16.10.2019","12,265","12,170","12,365","12,125","0,44K","0,74%"
"15.10.2019","12,175","12,265","12,310","12,130","0,67K","-0,90%"
"14.10.2019","12,285","12,340","12,340","12,175","0,36K","-0,49%"
"11.10.2019","12,345","12,300","12,355","12,270","0,58K","0,16%"
"10.10.2019","12,325","12,300","12,450","12,295","0,51K","0,28%"
"09.10.2019","12,290","12,125","12,320","12,125","0,29K","1,40%"
"08.10.2019","12,120","11,930","12,205","11,900","0,66K","1,59%"
"07.10.2019","11,930","11,955","11,995","11,900","0,29K","0,00%"
"04.10.2019","11,930","12,070","12,070","11,920","0,10K","-0,46%"
"03.10.2019","11,985","11,965","12,045","11,965","0,27K","0,00%"
"02.10.2019","11,985","12,100","12,100","11,955","0,69K","-0,99%"
"01.10.2019","12,105","12,180","12,185","12,100","0,21K","-1,14%"
"30.09.2019","12,245","12,270","12,300","12,190","0,23K","-1,01%"
"27.09.2019","12,370","12,320","12,455","12,290","0,21K","0,65%"
"26.09.2019","12,290","12,095","12,400","12,085","0,15K","1,57%"
"25.09.2019","12,100","12,150","12,150","12,075","0,18K","-0,78%"
"24.09.2019","12,195","12,215","12,235","12,165","0,27K","-0,53%"
"23.09.2019","12,260","12,430","12,455","12,225","0,09K","-2,00%"
"20.09.2019","12,510","12,495","12,520","12,455","0,08K","-0,40%"
"19.09.2019","12,560","12,475","12,555","12,475","0,08K","0,64%"
"18.09.2019","12,480","12,425","12,515","12,410","0,10K","0,36%"
"17.09.2019","12,435","12,360","12,460","12,360","0,14K","0,57%"
"16.09.2019","12,365","12,385","12,390","12,340","0,07K","0,90%"
"13.09.2019","12,255","12,150","12,275","12,125","0,87K","0,62%"
"12.09.2019","12,180","12,045","12,200","12,030","0,72K","0,70%"
"11.09.2019","12,095","12,000","12,100","11,975","0,65K","0,67%"
"10.09.2019","12,015","11,915","12,035","11,915","0,51K","0,54%"
"09.09.2019","11,950","11,955","11,955","11,885","0,24K","-0,13%"
"06.09.2019","11,965","11,915","11,970","11,865","0,33K","0,00%"
"05.09.2019","11,965","11,960","12,000","11,840","0,54K","-0,17%"
"04.09.2019","11,985","11,975","12,000","11,865","0,56K","0,08%"
"03.09.2019","11,975","11,950","12,000","11,920","0,80K","0,17%"
"30.08.2019","11,955","11,855","12,020","11,785","0,93K","0,84%"
"29.08.2019","11,855","11,645","11,970","11,640","1,49K","1,80%"
"28.08.2019","11,645","11,455","11,660","11,445","1,06K","1,66%"
"27.08.2019","11,455","11,510","11,530","11,425","0,89K","-0,61%"
"26.08.2019","11,525","11,265","11,555","11,225","1,05K","2,17%"
"23.08.2019","11,280","11,175","11,325","11,175","1,08K","0,94%"
"22.08.2019","11,175","11,225","11,260","11,170","0,63K","-0,40%"
"21.08.2019","11,220","11,270","11,290","11,200","0,90K","-0,53%"
"20.08.2019","11,280","11,340","11,370","11,270","0,72K","-0,44%"
"19.08.2019","11,330","11,510","11,560","11,330","1,03K","-1,52%"
"16.08.2019","11,505","11,600","11,660","11,500","0,76K","-0,90%"
"15.08.2019","11,610","11,745","11,745","11,585","0,30K","-1,44%"
"14.08.2019","11,780","11,840","11,940","11,770","0,49K","0,26%"
"13.08.2019","11,750","11,860","11,860","11,750","0,25K","-0,97%"
"12.08.2019","11,865","11,680","11,885","11,655","0,35K","1,58%"
"09.08.2019","11,680","11,635","11,685","11,630","0,91K","0,17%"
"08.08.2019","11,660","11,680","11,795","11,660","0,59K","0,04%"
"07.08.2019","11,655","11,630","11,800","11,595","0,27K","0,21%"
"06.08.2019","11,630","11,680","11,685","11,620","0,74K","-0,51%"
"05.08.2019","11,690","11,905","11,910","11,550","0,99K","-2,13%"
"02.08.2019","11,945","12,135","12,135","11,865","0,20K","-1,85%"
"01.08.2019","12,170","12,140","12,200","12,080","0,26K","0,16%"
"31.07.2019","12,150","12,285","12,300","12,090","0,23K","-1,18%"
"30.07.2019","12,295","12,460","12,505","12,260","0,35K","-1,60%"
"29.07.2019","12,495","12,340","12,520","12,330","0,23K","0,97%"
"26.07.2019","12,375","12,300","12,370","12,240","0,14K","0,61%"
"25.07.2019","12,300","12,210","12,320","12,210","0,17K","0,82%"
"24.07.2019","12,200","12,130","12,220","12,130","0,08K","0,45%"
"23.07.2019","12,145","12,120","12,170","12,025","0,04K","0,37%"
"22.07.2019","12,100","12,120","12,240","12,100","0,07K","-0,17%"
"19.07.2019","12,120","12,055","12,140","12,040","0,02K","0,46%"
"18.07.2019","12,065","11,930","12,060","11,930","0,03K","0,58%"
"17.07.2019","11,995","11,970","12,000","11,920","0,03K","0,17%"
"16.07.2019","11,975","11,990","12,005","11,925","0,06K","-0,58%"
"15.07.2019","12,045","12,040","12,100","12,025","0,02K","1,18%"
"12.07.2019","11,905","11,900","11,960","11,850","0,49K","-0,21%"
"11.07.2019","11,930","11,895","11,950","11,825","0,58K","0,04%"
"10.07.2019","11,925","11,865","11,960","11,800","0,86K","0,34%"
"09.07.2019","11,885","11,665","11,900","11,660","0,52K","1,32%"
"08.07.2019","11,730","11,530","11,765","11,450","0,36K","2,00%"
"05.07.2019","11,500","11,405","11,540","11,370","0,24K","0,92%"
"03.07.2019","11,395","11,270","11,410","11,210","0,71K","1,15%"
"02.07.2019","11,265","11,540","11,540","11,260","0,50K","-2,21%"
"01.07.2019","11,520","11,605","11,640","11,490","0,19K","-0,48%"
"28.06.2019","11,575","11,465","11,665","11,425","0,59K","0,70%"
"27.06.2019","11,495","11,440","11,575","11,360","1,16K","1,32%"
"26.06.2019","11,345","11,395","11,460","11,335","0,77K","-0,44%"
"25.06.2019","11,395","11,500","11,545","11,390","0,79K","-1,09%"
"24.06.2019","11,520","11,615","11,700","11,490","0,77K","-0,99%"
"21.06.2019","11,635","11,520","11,740","11,520","0,78K","0,69%"
"20.06.2019","11,555","11,750","11,785","11,395","0,84K","-1,20%"
"19.06.2019","11,695","11,890","11,935","11,645","0,98K","-1,68%"
"18.06.2019","11,895","11,940","11,950","11,875","0,76K","-0,38%"
"17.06.2019","11,940","11,910","11,960","11,910","1,10K","-0,17%"
"14.06.2019","11,960","11,970","11,975","11,845","1,03K","0,17%"
"13.06.2019","11,940","11,950","12,010","11,915","0,48K","-0,62%"
"12.06.2019","12,015","11,785","12,020","11,775","0,33K","1,48%"
"11.06.2019","11,840","11,955","11,960","11,715","0,48K","-1,21%"
"10.06.2019","11,985","11,905","12,005","11,895","0,21K","0,50%"
"07.06.2019","11,925","11,900","11,955","11,860","0,28K","0,04%"
"06.06.2019","11,920","11,800","11,945","11,800","0,59K","1,02%"
"05.06.2019","11,800","11,865","11,885","11,725","0,20K","-0,59%"
"04.06.2019","11,870","11,880","11,885","11,805","0,16K","-0,17%"
"03.06.2019","11,890","11,625","11,920","11,590","0,25K","2,02%"
"31.05.2019","11,655","11,800","11,800","11,585","0,26K","-1,27%"
"30.05.2019","11,805","11,770","11,835","11,690","0,30K","0,00%"
"29.05.2019","11,805","11,690","11,975","11,690","0,23K","0,34%"
"28.05.2019","11,765","11,690","11,940","11,675","0,19K","0,68%"
"24.05.2019","11,685","11,680","11,830","11,530","0,20K","0,13%"
"23.05.2019","11,670","11,480","11,730","11,465","0,29K","1,97%"
"22.05.2019","11,445","11,375","11,500","11,375","0,11K","0,39%"
"21.05.2019","11,400","11,320","11,420","11,320","0,08K","0,62%"
"20.05.2019","11,330","11,190","11,330","11,190","0,04K","1,39%"
"17.05.2019","11,175","11,020","11,180","11,010","0,01K","1,41%"
"16.05.2019","11,020","11,055","11,055","11,020","0,02K","-0,18%"
"15.05.2019","11,040","11,010","11,055","11,000","0,01K","0,23%"
"14.05.2019","11,015","10,990","11,160","10,990","0,91K","0,18%"
"13.05.2019","10,995","10,990","11,090","10,950","0,87K","0,09%"
"10.05.2019","10,985","10,930","11,005","10,920","0,34K","0,46%"
"09.05.2019","10,935","10,955","11,035","10,905","0,60K","-0,14%"
"08.05.2019","10,950","10,930","10,990","10,915","0,43K","0,14%"
"07.05.2019","10,935","10,710","11,090","10,710","1,12K","2,20%"
"06.05.2019","10,700","10,730","10,740","10,660","0,43K","-0,51%"
"03.05.2019","10,755","10,680","10,800","10,605","0,44K","0,47%"
"02.05.2019","10,705","10,565","10,725","10,510","0,33K","1,37%"
"01.05.2019","10,560","10,550","10,590","10,410","0,48K","-0,19%"
"30.04.2019","10,580","10,625","10,625","10,435","0,43K","-0,42%"
"29.04.2019","10,625","10,475","10,660","10,385","1,14K","1,67%"
"26.04.2019","10,450","10,400","10,475","10,330","0,98K","0,34%"
"25.04.2019","10,415","10,450","10,465","10,355","0,58K","0,00%"
"24.04.2019","10,415","10,465","10,510","10,345","1,62K","-0,19%"
"23.04.2019","10,435","10,705","10,745","10,420","0,73K","-2,52%"
"22.04.2019","10,705","10,675","10,710","10,665","0,57K","0,28%"
"18.04.2019","10,675","10,720","10,730","10,660","0,29K","-0,51%"
