"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04.01.2022","14,695","14,600","14,845","14,430","0,63K","0,41%"
"03.01.2022","14,635","14,855","14,870","14,615","0,58K","-1,48%"
"31.12.2021","14,855","14,835","14,870","14,785","0,54K","0,41%"
"30.12.2021","14,795","14,765","14,880","14,710","1,17K","0,17%"
"29.12.2021","14,770","14,605","14,820","14,605","1,34K","0,92%"
"28.12.2021","14,635","14,425","14,690","14,360","1,01K","0,97%"
"27.12.2021","14,495","14,180","14,500","14,130","0,73K","2,58%"
"24.12.2021","14,130","14,130","14,130","14,130","","-0,56%"
"23.12.2021","14,210","14,090","14,265","14,090","0,55K","0,82%"
"22.12.2021","14,095","13,860","14,105","13,855","0,77K","1,77%"
"21.12.2021","13,850","13,870","13,900","13,780","0,87K","-0,18%"
"20.12.2021","13,875","14,000","14,000","13,870","0,55K","-0,64%"
"17.12.2021","13,965","14,045","14,045","13,930","0,66K","-0,14%"
"16.12.2021","13,985","13,860","14,055","13,855","1,42K","0,90%"
"15.12.2021","13,860","13,965","14,015","13,855","0,72K","-0,86%"
"14.12.2021","13,980","14,055","14,125","13,965","0,86K","-0,39%"
"13.12.2021","14,035","14,130","14,130","13,970","0,50K","-0,43%"
"10.12.2021","14,095","14,175","14,270","14,080","0,36K","0,14%"
"09.12.2021","14,075","14,050","14,145","14,050","0,31K","-0,07%"
"08.12.2021","14,085","14,180","14,180","14,075","0,43K","-0,67%"
"07.12.2021","14,180","14,305","14,305","14,165","0,35K","-0,77%"
"06.12.2021","14,290","14,330","14,350","14,255","0,34K","-0,17%"
"03.12.2021","14,315","14,295","14,345","14,285","0,07K","0,32%"
"02.12.2021","14,270","14,195","14,335","14,125","0,31K","0,56%"
"01.12.2021","14,190","14,290","14,290","14,180","0,30K","-0,60%"
"30.11.2021","14,275","14,540","14,540","14,260","0,25K","-1,79%"
"29.11.2021","14,535","14,615","14,635","14,465","0,19K","0,14%"
"26.11.2021","14,515","14,565","14,615","14,330","0,11K","-1,16%"
"24.11.2021","14,685","14,605","14,700","14,580","0,08K","0,24%"
"23.11.2021","14,650","14,650","14,735","14,570","0,14K","-0,81%"
"22.11.2021","14,770","14,810","14,910","14,660","0,11K","-0,03%"
"19.11.2021","14,775","14,780","14,820","14,720","0,37K","0,00%"
"18.11.2021","14,775","14,550","14,805","14,550","0,24K","1,55%"
"17.11.2021","14,550","14,375","14,600","14,375","0,30K","1,18%"
"16.11.2021","14,380","14,345","14,415","14,330","0,22K","0,31%"
"15.11.2021","14,335","14,275","14,345","14,200","0,18K","1,56%"
"12.11.2021","14,115","14,035","14,130","13,995","0,63K","0,39%"
"11.11.2021","14,060","13,965","14,105","13,940","1,25K","1,22%"
"10.11.2021","13,890","13,780","13,940","13,730","0,61K","0,69%"
"09.11.2021","13,795","13,560","13,820","13,520","0,59K","1,47%"
"08.11.2021","13,595","13,550","13,725","13,495","0,20K","0,33%"
"05.11.2021","13,550","13,445","13,565","13,445","0,18K","0,78%"
"04.11.2021","13,445","13,275","13,575","13,275","0,48K","1,28%"
"03.11.2021","13,275","13,285","13,310","13,245","0,68K","-0,04%"
"02.11.2021","13,280","13,475","13,525","13,005","1,61K","-1,45%"
"01.11.2021","13,475","13,600","13,685","13,465","0,80K","-0,66%"
"29.10.2021","13,565","13,575","13,595","13,535","0,59K","-0,04%"
"28.10.2021","13,570","13,555","13,645","13,555","0,95K","0,07%"
"27.10.2021","13,560","13,540","13,670","13,540","1,06K","0,15%"
"26.10.2021","13,540","13,665","13,670","13,540","0,91K","-0,95%"
"25.10.2021","13,670","13,735","13,860","13,665","0,97K","-0,58%"
"22.10.2021","13,750","13,815","13,825","13,720","0,71K","-0,54%"
"21.10.2021","13,825","13,870","13,875","13,655","0,66K","-0,36%"
"20.10.2021","13,875","13,985","13,985","13,870","0,91K","-0,79%"
"19.10.2021","13,985","14,115","14,135","13,980","0,59K","-0,92%"
"18.10.2021","14,115","14,100","14,140","13,965","0,52K","0,00%"
"15.10.2021","14,115","14,190","14,190","14,085","0,59K","-0,07%"
"14.10.2021","14,125","14,080","14,210","14,060","0,50K","0,46%"
"13.10.2021","14,060","13,960","14,090","13,955","0,64K","0,54%"
"12.10.2021","13,985","14,035","14,035","13,960","0,41K","-0,53%"
"11.10.2021","14,060","14,030","14,105","14,005","0,37K","0,32%"
"08.10.2021","14,015","14,075","14,075","14,000","0,44K","-0,71%"
"07.10.2021","14,115","13,920","14,130","13,920","0,39K","1,62%"
"06.10.2021","13,890","13,790","13,930","13,790","0,24K","0,69%"
"05.10.2021","13,795","13,800","13,815","13,790","0,19K","-0,07%"
"04.10.2021","13,805","13,865","13,905","13,800","0,36K","-0,43%"
"01.10.2021","13,865","13,925","13,990","13,810","0,32K","-0,68%"
"30.09.2021","13,960","14,000","14,025","13,895","0,20K","-0,57%"
"29.09.2021","14,040","14,055","14,130","14,000","0,21K","-0,64%"
"28.09.2021","14,130","14,100","14,180","14,030","0,08K","-0,53%"
"27.09.2021","14,205","14,145","14,220","14,145","0,07K","0,85%"
"24.09.2021","14,085","13,990","14,090","13,905","0,04K","0,46%"
"23.09.2021","14,020","13,990","14,090","13,990","0,02K","-0,32%"
"22.09.2021","14,065","14,020","14,075","13,870","0,01K","0,18%"
"21.09.2021","14,040","13,860","14,050","13,860","0,03K","1,04%"
"20.09.2021","13,895","13,950","13,965","13,690","0,04K","-0,36%"
"17.09.2021","13,945","13,950","13,950","13,940","0,02K","0,58%"
"16.09.2021","13,865","13,905","13,970","13,905","0,01K","-0,68%"
"15.09.2021","13,960","13,815","13,905","13,815","0,02K","2,38%"
"14.09.2021","13,635","13,510","13,700","13,510","0,49K","0,63%"
"13.09.2021","13,550","13,480","13,600","13,460","0,38K","0,52%"
"10.09.2021","13,480","13,315","13,485","13,285","0,39K","1,28%"
"09.09.2021","13,310","13,335","13,465","13,305","0,26K","-0,08%"
"08.09.2021","13,320","13,350","13,355","13,265","0,37K","-0,11%"
"07.09.2021","13,335","13,280","13,400","13,255","0,23K","0,19%"
"03.09.2021","13,310","13,290","13,435","13,255","0,40K","0,08%"
"02.09.2021","13,300","13,240","13,385","13,220","0,53K","0,45%"
"01.09.2021","13,240","13,380","13,380","13,200","0,39K","-1,08%"
"31.08.2021","13,385","13,445","13,445","13,295","0,35K","-0,41%"
"30.08.2021","13,440","13,415","13,505","13,290","1,00K","-0,11%"
"27.08.2021","13,455","13,530","13,600","13,395","0,65K","-0,70%"
"26.08.2021","13,550","13,550","13,600","13,475","0,38K","-0,33%"
"25.08.2021","13,595","13,575","13,645","13,435","0,44K","-0,15%"
"24.08.2021","13,615","13,630","13,680","13,580","0,66K","-0,15%"
"23.08.2021","13,635","13,500","13,655","13,440","0,46K","0,93%"
"20.08.2021","13,510","13,410","13,520","13,410","0,56K","0,75%"
"19.08.2021","13,410","13,510","13,510","13,400","0,57K","-0,74%"
"18.08.2021","13,510","13,770","13,820","13,510","1,05K","-1,46%"
"17.08.2021","13,710","13,810","13,825","13,700","0,74K","-0,80%"
"16.08.2021","13,820","13,830","13,880","13,800","0,63K","0,07%"
"13.08.2021","13,810","13,855","13,905","13,795","0,35K","0,04%"
"12.08.2021","13,805","13,660","13,835","13,630","0,18K","0,69%"
"11.08.2021","13,710","13,780","13,810","13,710","0,08K","-0,40%"
"10.08.2021","13,765","13,685","13,760","13,640","0,35K","0,69%"
"09.08.2021","13,670","13,610","13,685","13,610","0,08K","0,51%"
"06.08.2021","13,600","13,565","13,655","13,565","0,25K","0,37%"
"05.08.2021","13,550","13,500","13,610","13,475","0,15K","0,56%"
"04.08.2021","13,475","13,650","13,650","13,430","0,22K","-1,43%"
"03.08.2021","13,670","13,690","13,745","13,600","0,12K","-0,76%"
"02.08.2021","13,775","13,905","13,920","13,785","0,13K","-1,22%"
"30.07.2021","13,945","13,890","13,940","13,715","0,15K","0,11%"
"29.07.2021","13,930","13,975","14,060","13,895","0,38K","0,47%"
"28.07.2021","13,865","13,725","13,915","13,725","0,08K","1,24%"
"27.07.2021","13,695","13,750","13,755","13,700","0,03K","-0,44%"
"26.07.2021","13,755","13,780","13,800","13,780","0,04K","-0,54%"
"23.07.2021","13,830","13,735","13,775","13,700","0,10K","0,55%"
"22.07.2021","13,755","13,570","13,750","13,570","0,04K","1,63%"
"21.07.2021","13,535","13,390","13,540","13,390","0,03K","0,89%"
"20.07.2021","13,415","13,390","13,390","13,390","0,00K","1,05%"
"19.07.2021","13,275","13,490","13,490","13,390","0,00K","-1,41%"
"16.07.2021","13,465","13,520","13,520","13,490","0,00K","0,19%"
"15.07.2021","13,440","13,330","13,450","13,330","0,04K","2,28%"
"14.07.2021","13,140","12,975","13,155","12,960","0,14K","0,65%"
"13.07.2021","13,055","12,850","13,125","12,765","0,21K","1,24%"
"12.07.2021","12,895","12,870","12,980","12,850","0,22K","0,23%"
"09.07.2021","12,865","12,780","12,900","12,780","0,31K","0,78%"
"08.07.2021","12,765","12,885","12,895","12,760","0,36K","-0,97%"
"07.07.2021","12,890","12,820","12,950","12,790","0,33K","0,55%"
"06.07.2021","12,820","13,130","13,130","12,750","0,61K","-2,47%"
"02.07.2021","13,145","13,440","13,485","13,005","0,38K","-2,38%"
"01.07.2021","13,465","13,485","13,545","13,400","0,26K","-0,07%"
"30.06.2021","13,475","13,570","13,800","13,380","0,54K","-0,70%"
"29.06.2021","13,570","13,315","13,580","13,310","0,43K","0,82%"
"28.06.2021","13,460","13,490","13,570","13,420","0,45K","-0,37%"
"25.06.2021","13,510","13,570","13,570","13,360","0,46K","-0,33%"
"24.06.2021","13,555","13,640","13,650","13,435","0,61K","-0,73%"
"23.06.2021","13,655","13,360","13,995","13,360","1,29K","1,45%"
"22.06.2021","13,460","13,020","13,475","12,960","0,87K","3,38%"
"21.06.2021","13,020","12,900","13,070","12,725","0,57K","0,93%"
"18.06.2021","12,900","12,510","12,920","12,500","0,52K","3,08%"
"17.06.2021","12,515","12,675","12,870","12,500","0,51K","-0,91%"
"16.06.2021","12,630","12,615","12,880","12,550","0,50K","0,48%"
"15.06.2021","12,570","12,770","12,770","12,560","0,80K","-1,68%"
"14.06.2021","12,785","13,105","13,165","12,705","0,84K","-2,59%"
"11.06.2021","13,125","13,230","13,310","13,110","0,40K","-0,79%"
"10.06.2021","13,230","13,350","13,355","13,110","0,62K","-1,05%"
"09.06.2021","13,370","13,420","13,480","13,350","0,14K","-0,45%"
"08.06.2021","13,430","13,525","13,550","13,425","0,31K","-0,96%"
"07.06.2021","13,560","13,565","13,600","13,525","0,20K","-0,18%"
"04.06.2021","13,585","13,565","13,590","13,550","0,12K","0,18%"
"03.06.2021","13,560","13,560","13,570","13,530","0,11K","-0,15%"
"02.06.2021","13,580","13,485","13,575","13,485","0,18K","0,26%"
"01.06.2021","13,545","13,560","13,620","13,405","0,21K","0,00%"
"28.05.2021","13,545","13,460","13,580","13,440","0,21K","0,59%"
"27.05.2021","13,465","13,510","13,570","13,420","0,09K","0,22%"
"26.05.2021","13,435","13,410","13,460","13,395","0,02K","0,00%"
"25.05.2021","13,435","13,390","13,505","13,385","0,08K","0,26%"
"24.05.2021","13,400","13,425","13,470","13,340","0,09K","-0,15%"
"21.05.2021","13,420","13,460","13,465","13,400","0,09K","-0,45%"
"20.05.2021","13,480","13,550","13,710","13,470","0,06K","-0,63%"
"19.05.2021","13,565","13,510","13,600","13,460","0,16K","0,11%"
"18.05.2021","13,550","13,610","13,610","13,540","0,08K","-0,73%"
"17.05.2021","13,650","13,650","13,715","13,650","0,07K","0,33%"
"14.05.2021","13,605","13,665","13,735","13,550","0,50K","-0,37%"
"13.05.2021","13,655","14,120","14,120","13,655","0,58K","-2,74%"
"12.05.2021","14,040","14,160","14,210","14,000","0,26K","-0,21%"
"11.05.2021","14,070","14,240","14,245","14,030","0,31K","-0,99%"
"10.05.2021","14,210","14,490","14,550","13,950","0,62K","-1,93%"
"07.05.2021","14,490","14,150","14,510","14,080","0,54K","2,04%"
"06.05.2021","14,200","14,285","14,485","14,130","1,27K","-1,49%"
"05.05.2021","14,415","14,085","14,620","13,940","1,39K","1,98%"
"04.05.2021","14,135","13,740","14,160","13,630","0,94K","2,87%"
"03.05.2021","13,740","13,685","13,775","13,570","0,47K","0,33%"
"30.04.2021","13,695","13,665","13,715","13,525","0,32K","0,04%"
"29.04.2021","13,690","13,505","13,760","13,450","0,47K","1,60%"
"28.04.2021","13,475","13,460","13,530","13,405","0,50K","0,30%"
"27.04.2021","13,435","13,540","13,540","13,380","0,72K","-0,78%"
"26.04.2021","13,540","13,730","13,840","13,520","1,01K","-1,38%"
"23.04.2021","13,730","13,710","13,805","13,620","1,30K","0,44%"
"22.04.2021","13,670","13,180","13,890","13,160","1,43K","3,84%"
"21.04.2021","13,165","13,140","13,180","13,090","0,85K","0,19%"
"20.04.2021","13,140","13,135","13,160","13,120","0,53K","0,00%"
"19.04.2021","13,140","13,160","13,210","13,120","0,64K","-0,19%"
"16.04.2021","13,165","13,350","13,350","13,160","0,67K","-1,27%"
"15.04.2021","13,335","13,435","13,450","13,325","0,67K","-0,82%"
"14.04.2021","13,445","13,420","13,450","13,340","0,30K","0,34%"
"13.04.2021","13,400","13,345","13,390","13,345","0,21K","0,30%"
"12.04.2021","13,360","13,375","13,375","13,350","0,15K","0,07%"
"09.04.2021","13,350","13,345","13,405","13,285","0,24K","-0,04%"
"08.04.2021","13,355","13,365","13,365","13,365","0,21K","-0,41%"
"07.04.2021","13,410","13,370","13,370","13,370","0,14K","0,26%"
"06.04.2021","13,375","13,410","13,410","13,375","0,35K","-0,37%"
"05.04.2021","13,425","13,440","13,440","13,365","0,24K","2,36%"
"02.04.2021","13,115","13,115","13,115","13,115","","-2,02%"
"01.04.2021","13,385","13,495","13,495","13,405","0,14K","-0,41%"
"31.03.2021","13,440","13,490","13,495","13,430","0,17K","-0,19%"
"30.03.2021","13,465","13,525","13,525","13,420","0,14K","-0,26%"
"29.03.2021","13,500","13,310","13,510","13,310","0,05K","1,47%"
"26.03.2021","13,305","13,125","13,190","13,080","0,00K","-0,45%"
"25.03.2021","13,365","13,400","13,430","13,400","0,01K","-1,69%"
"24.03.2021","13,595","13,540","13,540","13,530","0,01K","1,34%"
"23.03.2021","13,415","13,330","13,360","13,330","0,00K","-0,04%"
"22.03.2021","13,420","13,375","13,400","13,375","0,02K","0,60%"
"19.03.2021","13,340","13,025","13,155","13,020","0,20K","0,87%"
"18.03.2021","13,225","13,205","13,205","13,200","0,01K","-1,31%"
"17.03.2021","13,400","13,285","13,350","13,285","0,02K","1,44%"
"16.03.2021","13,210","13,235","13,235","13,235","0,00K","0,46%"
"15.03.2021","13,150","13,190","13,190","13,180","0,00K","1,23%"
"12.03.2021","12,990","12,995","13,010","12,970","0,43K","-0,19%"
"11.03.2021","13,015","13,010","13,045","12,980","0,44K","-0,04%"
"10.03.2021","13,020","13,160","13,170","13,000","0,27K","-1,29%"
"09.03.2021","13,190","13,180","13,210","13,165","0,09K","-0,45%"
"08.03.2021","13,250","13,180","13,340","13,160","0,27K","0,19%"
"05.03.2021","13,225","13,360","13,400","13,155","0,18K","-0,97%"
"04.03.2021","13,355","13,465","13,500","13,315","0,25K","-0,78%"
"03.03.2021","13,460","13,310","13,485","13,265","0,41K","0,82%"
"02.03.2021","13,350","13,105","13,360","13,045","0,62K","2,03%"
"01.03.2021","13,085","13,085","13,095","12,900","0,33K","0,31%"
"26.02.2021","13,045","13,105","13,130","12,960","0,32K","-0,46%"
"25.02.2021","13,105","13,150","13,215","13,050","0,42K","-0,49%"
"24.02.2021","13,170","13,150","13,255","13,150","0,39K","0,15%"
"23.02.2021","13,150","13,200","13,225","13,125","0,68K","-0,38%"
"22.02.2021","13,200","13,060","13,230","13,060","1,46K","0,38%"
"19.02.2021","13,150","13,040","13,200","12,970","1,34K","1,08%"
"18.02.2021","13,010","12,990","13,030","12,935","0,90K","-0,23%"
"17.02.2021","13,040","13,000","13,050","12,900","0,71K","0,27%"
"16.02.2021","13,005","13,100","13,120","12,900","0,97K","-0,73%"
"12.02.2021","13,100","13,170","13,175","13,095","0,74K","-0,57%"
"11.02.2021","13,175","13,155","13,175","13,080","0,78K","0,15%"
"10.02.2021","13,155","13,245","13,245","13,140","0,66K","-0,30%"
"09.02.2021","13,195","13,220","13,235","13,110","0,64K","-0,26%"
"08.02.2021","13,230","13,300","13,350","13,255","0,27K","-0,30%"
"05.02.2021","13,270","13,150","13,285","13,090","0,27K","-0,19%"
"04.02.2021","13,295","13,250","13,330","13,250","0,35K","-0,34%"
"03.02.2021","13,340","13,505","13,505","12,985","0,49K","-1,80%"
"02.02.2021","13,585","13,560","13,590","13,510","0,16K","0,15%"
"01.02.2021","13,565","13,635","13,635","13,550","0,29K","-0,77%"
"29.01.2021","13,670","13,665","13,665","13,650","0,20K","0,59%"
"28.01.2021","13,590","13,650","13,670","13,560","0,18K","-0,44%"
"27.01.2021","13,650","13,530","13,670","13,515","0,05K","1,11%"
"26.01.2021","13,500","13,310","13,520","13,310","0,10K","0,60%"
"25.01.2021","13,420","13,440","13,460","13,270","0,07K","-0,19%"
"22.01.2021","13,445","13,420","13,460","13,400","0,03K","0,19%"
"21.01.2021","13,420","13,405","13,410","13,365","0,02K","0,34%"
"20.01.2021","13,375","13,385","13,385","13,230","0,09K","0,04%"
"19.01.2021","13,370","13,325","13,400","13,310","0,04K","0,72%"
"15.01.2021","13,275","13,480","13,490","13,245","0,05K","0,91%"
"14.01.2021","13,155","13,110","13,185","13,050","0,63K","0,27%"
"13.01.2021","13,120","12,840","13,135","12,840","1,00K","2,14%"
"12.01.2021","12,845","12,585","12,860","12,530","0,40K","2,11%"
"11.01.2021","12,580","12,660","12,745","12,580","0,43K","-0,63%"
"08.01.2021","12,660","12,700","12,750","12,625","0,21K","-0,31%"
"07.01.2021","12,700","12,620","12,750","12,615","0,31K","0,08%"
"06.01.2021","12,690","12,630","12,700","12,610","0,49K","0,63%"
"05.01.2021","12,610","12,720","12,720","12,500","0,30K","-0,90%"
"04.01.2021","12,725","12,750","13,015","12,615","0,63K","0,28%"
"31.12.2020","12,690","12,505","12,750","12,475","0,41K","1,60%"
"30.12.2020","12,490","12,345","12,710","12,345","0,52K","0,24%"
"29.12.2020","12,460","12,300","12,480","12,295","0,45K","1,30%"
"28.12.2020","12,300","12,455","12,535","12,295","2,00K","-1,23%"
"25.12.2020","12,453","12,453","12,453","12,453","","0,06%"
"24.12.2020","12,445","12,550","12,570","12,425","0,61K","-0,88%"
"23.12.2020","12,555","12,500","12,590","12,470","0,63K","0,36%"
"22.12.2020","12,510","12,535","12,580","12,455","0,53K","0,04%"
"21.12.2020","12,505","12,740","12,750","12,505","0,84K","-1,84%"
"18.12.2020","12,740","12,750","12,810","12,685","0,92K","-0,12%"
"17.12.2020","12,755","12,500","12,780","12,490","1,45K","1,96%"
"16.12.2020","12,510","12,505","12,540","12,485","1,27K","0,08%"
"15.12.2020","12,500","12,540","12,540","12,450","1,09K","-0,79%"
"14.12.2020","12,600","12,670","12,670","12,550","1,00K","-0,43%"
"11.12.2020","12,655","12,600","12,670","12,580","0,43K","0,64%"
"10.12.2020","12,575","12,550","12,700","12,535","0,51K","0,28%"
"09.12.2020","12,540","12,480","12,550","12,480","0,34K","0,32%"
"08.12.2020","12,500","12,440","12,540","12,420","0,37K","0,08%"
"07.12.2020","12,490","12,410","12,530","12,395","0,49K","0,64%"
"04.12.2020","12,410","12,475","12,475","12,410","0,36K","-0,84%"
"03.12.2020","12,515","12,605","12,605","12,495","0,29K","-0,95%"
"02.12.2020","12,635","12,635","12,680","12,620","0,21K","-0,59%"
"01.12.2020","12,710","12,730","12,790","12,665","0,30K","-0,20%"
"30.11.2020","12,735","12,815","12,820","12,600","0,13K","-0,78%"
"27.11.2020","12,835","12,620","12,725","12,615","0,05K","1,91%"
"25.11.2020","12,595","12,550","12,690","12,550","0,02K","0,40%"
"24.11.2020","12,545","12,600","12,605","12,520","0,02K","-0,40%"
"23.11.2020","12,595","12,605","12,605","12,400","0,03K","-0,40%"
"20.11.2020","12,645","12,580","12,630","12,580","0,02K","0,12%"
"19.11.2020","12,630","12,635","12,640","12,590","0,01K","-0,04%"
"18.11.2020","12,635","12,510","12,640","12,505","0,09K","0,88%"
"17.11.2020","12,525","12,525","12,540","12,480","0,01K","0,40%"
"16.11.2020","12,475","12,505","12,580","12,460","0,01K","0,85%"
"13.11.2020","12,370","12,310","12,380","12,270","0,16K","0,77%"
"12.11.2020","12,275","12,440","12,440","12,265","0,25K","-1,33%"
"11.11.2020","12,440","12,440","12,450","12,400","0,30K","0,00%"
"10.11.2020","12,440","12,360","12,450","12,230","0,51K","0,40%"
"09.11.2020","12,390","12,415","12,460","12,360","0,14K","-0,20%"
"06.11.2020","12,415","12,430","12,480","12,380","0,12K","-0,12%"
"05.11.2020","12,430","12,290","12,445","12,290","0,18K","1,22%"
"04.11.2020","12,280","12,270","12,340","12,230","0,20K","0,24%"
"03.11.2020","12,250","12,330","12,345","12,230","0,16K","-0,37%"
"02.11.2020","12,295","12,365","12,380","12,255","0,34K","-0,57%"
"30.10.2020","12,365","12,430","12,485","12,330","0,42K","-0,72%"
"29.10.2020","12,455","12,470","12,480","12,380","0,44K","0,04%"
"28.10.2020","12,450","12,520","12,520","12,390","0,58K","-0,24%"
"27.10.2020","12,480","12,405","12,620","12,405","0,85K","0,32%"
"26.10.2020","12,440","12,525","12,625","12,420","0,47K","-0,52%"
"23.10.2020","12,505","12,445","12,525","12,415","1,31K","0,36%"
"22.10.2020","12,460","12,390","12,475","12,390","1,19K","0,48%"
"21.10.2020","12,400","12,400","12,510","12,400","1,16K","-0,36%"
"20.10.2020","12,445","12,625","12,625","12,395","1,32K","-1,62%"
"19.10.2020","12,650","12,620","12,670","12,580","0,54K","0,60%"
"16.10.2020","12,575","12,685","12,695","12,565","1,00K","-1,10%"
"15.10.2020","12,715","12,620","12,760","12,615","0,40K","0,71%"
"14.10.2020","12,625","12,405","12,750","12,405","0,44K","1,53%"
"13.10.2020","12,435","12,460","12,535","12,430","0,40K","-0,44%"
"12.10.2020","12,490","12,675","12,690","12,455","0,21K","-1,23%"
"09.10.2020","12,645","12,845","12,845","12,050","0,30K","-1,52%"
"08.10.2020","12,840","12,895","12,910","12,830","0,26K","-0,04%"
"07.10.2020","12,845","12,805","12,890","12,795","0,23K","0,27%"
"06.10.2020","12,810","12,915","12,920","12,810","0,08K","-0,58%"
"05.10.2020","12,885","12,725","12,930","12,725","0,28K","1,18%"
"02.10.2020","12,735","12,720","12,745","12,680","0,05K","0,24%"
"01.10.2020","12,705","12,675","12,720","12,650","0,11K","0,24%"
"30.09.2020","12,675","12,655","12,710","12,630","0,20K","-0,24%"
"29.09.2020","12,705","12,675","12,745","12,630","0,13K","0,47%"
"28.09.2020","12,645","12,615","12,630","12,615","0,00K","0,08%"
"25.09.2020","12,635","12,735","12,735","12,635","0,05K","-0,86%"
"24.09.2020","12,745","12,690","12,750","12,690","0,05K","0,63%"
"23.09.2020","12,665","12,730","12,730","12,570","0,01K","-0,20%"
"22.09.2020","12,690","12,510","12,715","12,500","0,04K","2,22%"
"21.09.2020","12,415","12,705","12,755","12,340","0,06K","-2,05%"
"18.09.2020","12,675","12,420","12,690","12,420","0,01K","1,85%"
"17.09.2020","12,445","12,365","12,485","12,365","0,01K","0,73%"
"16.09.2020","12,355","12,330","12,355","12,330","0,01K","0,20%"
"15.09.2020","12,330","12,310","12,325","12,305","0,04K","2,15%"
"14.09.2020","12,070","12,130","12,250","12,060","0,30K","-0,37%"
"11.09.2020","12,115","12,475","12,475","12,080","0,81K","-2,92%"
"10.09.2020","12,480","12,420","12,605","12,370","0,38K","0,32%"
"09.09.2020","12,440","12,495","12,520","12,440","0,32K","-0,12%"
"08.09.2020","12,455","12,400","12,540","12,370","0,30K","0,44%"
"04.09.2020","12,400","12,365","12,500","12,330","0,22K","0,45%"
"03.09.2020","12,345","12,265","12,395","12,240","0,13K","0,49%"
"02.09.2020","12,285","12,250","12,315","12,210","0,09K","0,45%"
"01.09.2020","12,230","12,275","12,350","12,200","0,24K","-1,01%"
"31.08.2020","12,355","12,255","12,500","12,250","0,32K","0,69%"
"28.08.2020","12,270","12,600","12,670","12,260","0,78K","-2,23%"
"27.08.2020","12,550","12,295","12,595","12,275","0,74K","1,91%"
"26.08.2020","12,315","12,170","12,335","12,100","0,56K","2,03%"
"25.08.2020","12,070","12,255","12,255","12,035","0,80K","-1,75%"
"24.08.2020","12,285","12,360","12,455","12,245","1,13K","-0,89%"
"21.08.2020","12,395","12,345","12,420","12,320","1,10K","0,45%"
"20.08.2020","12,340","12,235","12,420","12,215","0,76K","0,86%"
"19.08.2020","12,235","12,105","12,240","12,035","0,97K","1,03%"
"18.08.2020","12,110","12,115","12,200","12,080","0,84K","-0,04%"
"17.08.2020","12,115","11,980","12,120","11,955","0,77K","1,08%"
"14.08.2020","11,985","11,805","12,000","11,805","0,69K","1,27%"
"13.08.2020","11,835","11,810","11,870","11,755","0,38K","-0,04%"
"12.08.2020","11,840","11,705","11,855","11,705","0,47K","1,02%"
"11.08.2020","11,720","11,745","11,825","11,705","0,31K","-0,30%"
"10.08.2020","11,755","11,570","11,770","11,570","0,38K","1,51%"
"07.08.2020","11,580","11,530","11,640","11,520","0,30K","0,39%"
"06.08.2020","11,535","11,725","11,725","11,500","0,25K","-1,58%"
"05.08.2020","11,720","11,675","11,785","11,650","0,20K","0,77%"
"04.08.2020","11,630","11,635","11,730","11,605","0,23K","-0,04%"
"03.08.2020","11,635","11,660","11,705","11,585","0,23K","-0,04%"
"31.07.2020","11,640","11,665","11,680","11,550","0,15K","0,56%"
"30.07.2020","11,575","11,440","11,900","11,420","0,26K","1,36%"
"29.07.2020","11,420","11,490","11,490","11,390","0,37K","-0,22%"
"28.07.2020","11,445","11,600","11,600","11,220","0,44K","-1,55%"
"27.07.2020","11,625","11,820","11,825","11,605","0,20K","-1,40%"
"24.07.2020","11,790","11,815","11,815","11,775","0,12K","-0,08%"
"23.07.2020","11,800","11,830","11,845","11,815","0,05K","-0,13%"
"22.07.2020","11,815","11,770","11,830","11,740","0,09K","0,72%"
"21.07.2020","11,730","11,705","11,800","11,680","0,13K","0,09%"
"20.07.2020","11,720","11,730","11,745","11,660","0,04K","0,04%"
"17.07.2020","11,715","11,660","11,750","11,640","0,09K","0,26%"
"16.07.2020","11,685","11,790","11,810","11,600","0,15K","-0,81%"
"15.07.2020","11,780","11,840","11,850","11,725","0,08K","-1,92%"
"14.07.2020","12,010","11,990","12,100","11,925","0,16K","0,38%"
"13.07.2020","11,965","11,900","12,070","11,830","0,47K","0,21%"
"10.07.2020","11,940","11,965","12,025","11,840","0,22K","-1,32%"
"09.07.2020","12,100","12,165","12,225","11,905","0,13K","0,00%"
"08.07.2020","12,100","12,315","12,315","12,080","0,31K","-1,67%"
"07.07.2020","12,305","12,210","12,390","12,190","0,22K","0,86%"
"06.07.2020","12,200","12,320","12,320","12,130","0,08K","-0,89%"
"02.07.2020","12,310","12,350","12,370","12,250","0,11K","-0,28%"
"01.07.2020","12,345","12,245","12,380","12,230","0,27K","0,98%"
"30.06.2020","12,225","12,295","12,340","12,010","0,50K","-0,93%"
"29.06.2020","12,340","12,360","12,400","12,300","0,34K","-0,24%"
"26.06.2020","12,370","12,350","12,410","12,280","0,47K","-0,12%"
"25.06.2020","12,385","12,255","12,390","12,185","0,37K","0,94%"
"24.06.2020","12,270","12,245","12,270","12,120","0,23K","0,16%"
"23.06.2020","12,250","12,060","12,290","12,030","0,36K","0,86%"
"22.06.2020","12,145","12,150","12,160","12,080","0,18K","-0,04%"
"19.06.2020","12,150","12,085","12,160","11,990","0,32K","0,62%"
"18.06.2020","12,075","12,100","12,170","12,020","0,25K","-0,21%"
